mzmed,rtmed,g6
861.3490082,10.00515,12.87753964
860.8475232,10.01076667,16.42565402
705.3198921,10.05883333,13.19115218
537.2648756,10.06896667,4.823208367
567.2770821,10.06934167,16.66236803
718.1544326,10.077125,23.30321659
717.1515956,10.089375,70.4454848
535.2513786,10.09508333,7.402674374
764.3576827,10.107925,13.78641481
678.2032071,10.115,142.6918983
961.4529933,10.11545,5.027522114
679.2064075,10.11693333,53.27077792
960.4529378,10.12288333,10.35910775
174.0207476,10.15356667,36.12793203
218.0104983,10.1537,92.45606971
322.0795492,10.1582,54.17264861
595.2908387,10.1595,17.52225766
594.2880267,10.16034167,49.0087946
234.0416079,10.18625,77.11599781
889.4054093,10.215625,13.59633679
739.2872291,10.21651667,17.00943899
615.2619452,10.22691667,79.92325354
739.7886026,10.22791667,11.05657353
881.2829874,10.239675,44.61440676
410.1421122,10.24306667,21.34781458
882.2848526,10.24345,19.49673641
502.2657861,10.247,18.70034506
455.0877362,10.27556667,18.76582295
732.2966656,10.28129167,17.0962605
426.1079963,10.28158333,34.77002706
495.137681,10.30303333,32.18410829
494.1340552,10.30303333,99.78830477
496.1365162,10.30995,12.96852539
444.1293209,10.34368333,16.83821059
625.6910557,10.34555,26.27912797
625.1898483,10.3585,54.93474837
745.2818534,10.36119167,7.203619456
952.4489663,10.3632,6.639538802
758.2357009,10.36354167,51.62657847
521.1336441,10.37731667,24.23350137
711.3564047,10.41481667,25.75190775
655.1480161,10.41879167,13.23598976
633.1661315,10.42030833,237.9458263
634.1690472,10.42030833,70.27014675
635.1651564,10.4213,40.15932629
261.0083418,10.4534,39.53483789
488.1550765,10.4547,22.8491013
937.4570651,10.46171667,5.366969637
936.452824,10.46348333,14.32418801
402.0971405,10.48765,27.80282155
273.0635811,10.53221667,13.9736011
727.3255308,10.54493333,5.985181794
784.347098,10.54493333,62.22422644
785.3498013,10.54888333,23.43414099
802.2749352,10.55380833,11.4564345
808.7585961,10.55775833,15.65049461
437.1305626,10.55808333,32.2766183
391.1257974,10.55808333,28.30673207
808.2571124,10.5601,31.41157669
807.7556445,10.5601,47.09160646
799.2620855,10.56638333,188.5171
800.2649543,10.57213333,70.12972774
801.2675639,10.57951667,20.20231274
