mzmed,rtmed,g4
861.3490082,10.00515,100.4627101
860.8475232,10.01076667,120.0182676
705.3198921,10.05883333,40.82784265
537.2648756,10.06896667,63.01286594
567.2770821,10.06934167,104.1125649
718.1544326,10.077125,96.80851097
717.1515956,10.089375,310.0775988
535.2513786,10.09508333,4.223048209
764.3576827,10.107925,23.74957208
678.2032071,10.115,171.3243078
961.4529933,10.11545,15.49627191
679.2064075,10.11693333,65.63623746
960.4529378,10.12288333,34.83616119
174.0207476,10.15356667,35.31830183
218.0104983,10.1537,83.14747655
322.0795492,10.1582,104.0343371
595.2908387,10.1595,72.6388401
594.2880267,10.16034167,195.343865
234.0416079,10.18625,73.16194247
889.4054093,10.215625,27.22750375
739.2872291,10.21651667,206.2340896
615.2619452,10.22691667,1721.7865
739.7886026,10.22791667,123.9686976
881.2829874,10.239675,88.462856
410.1421122,10.24306667,42.21785242
882.2848526,10.24345,46.26324057
502.2657861,10.247,102.6033136
455.0877362,10.27556667,37.7484996
732.2966656,10.28129167,62.92527423
426.1079963,10.28158333,33.52441308
495.137681,10.30303333,32.40073586
494.1340552,10.30303333,116.5280699
496.1365162,10.30995,19.24561246
444.1293209,10.34368333,61.44879555
625.6910557,10.34555,13.83931637
625.1898483,10.3585,39.3362573
745.2818534,10.36119167,104.4961507
952.4489663,10.3632,18.89721317
758.2357009,10.36354167,130.827839
521.1336441,10.37731667,32.57022566
711.3564047,10.41481667,54.76160626
655.1480161,10.41879167,29.09210134
633.1661315,10.42030833,323.7989583
634.1690472,10.42030833,111.0897429
635.1651564,10.4213,62.36717229
261.0083418,10.4534,56.90950558
488.1550765,10.4547,59.61715217
937.4570651,10.46171667,2.737603249
936.452824,10.46348333,29.57395461
402.0971405,10.48765,23.01371467
273.0635811,10.53221667,69.79725305
727.3255308,10.54493333,26.1815005
784.347098,10.54493333,283.5585151
785.3498013,10.54888333,125.6577406
802.2749352,10.55380833,40.75519354
808.7585961,10.55775833,19.17325522
437.1305626,10.55808333,34.17189126
391.1257974,10.55808333,40.31058776
808.2571124,10.5601,44.13159323
807.7556445,10.5601,49.36009066
799.2620855,10.56638333,503.8315699
800.2649543,10.57213333,190.9962132
801.2675639,10.57951667,65.92387283
