mzmed,rtmed,g2
861.3490082,10.00515,2.415008778
860.8475232,10.01076667,2.802354054
705.3198921,10.05883333,11.97566461
537.2648756,10.06896667,3.572298344
567.2770821,10.06934167,15.82234717
718.1544326,10.077125,15.90627991
717.1515956,10.089375,57.69466388
535.2513786,10.09508333,4.359490497
764.3576827,10.107925,5.795478272
678.2032071,10.115,29.71581514
961.4529933,10.11545,3.975505656
679.2064075,10.11693333,10.26746613
960.4529378,10.12288333,6.083514559
174.0207476,10.15356667,19.71457243
218.0104983,10.1537,50.02792158
322.0795492,10.1582,10.99685356
595.2908387,10.1595,11.44289605
594.2880267,10.16034167,29.33341825
234.0416079,10.18625,52.40392563
889.4054093,10.215625,10.44730651
739.2872291,10.21651667,5.326504568
615.2619452,10.22691667,29.20964626
739.7886026,10.22791667,2.881720451
881.2829874,10.239675,18.13737508
410.1421122,10.24306667,13.0506897
882.2848526,10.24345,6.749244587
502.2657861,10.247,11.12843441
455.0877362,10.27556667,12.96406112
732.2966656,10.28129167,5.778273193
426.1079963,10.28158333,21.6961794
495.137681,10.30303333,9.654161909
494.1340552,10.30303333,30.71115617
496.1365162,10.30995,5.454901685
444.1293209,10.34368333,11.86013279
625.6910557,10.34555,16.5447616
625.1898483,10.3585,33.58702033
745.2818534,10.36119167,3.547463999
952.4489663,10.3632,6.190213536
758.2357009,10.36354167,24.8295743
521.1336441,10.37731667,16.91338112
711.3564047,10.41481667,13.0957671
655.1480161,10.41879167,11.62041045
633.1661315,10.42030833,309.5887773
634.1690472,10.42030833,83.04938322
635.1651564,10.4213,48.74218537
261.0083418,10.4534,44.26355218
488.1550765,10.4547,7.839035867
937.4570651,10.46171667,2.967172747
936.452824,10.46348333,9.324584361
402.0971405,10.48765,17.45769034
273.0635811,10.53221667,3.765561079
727.3255308,10.54493333,2.418438732
784.347098,10.54493333,24.57973754
785.3498013,10.54888333,11.68804099
802.2749352,10.55380833,7.179277614
808.7585961,10.55775833,8.283712524
437.1305626,10.55808333,13.78839328
391.1257974,10.55808333,10.37915473
808.2571124,10.5601,15.12661958
807.7556445,10.5601,22.45927925
799.2620855,10.56638333,93.83388343
800.2649543,10.57213333,38.44160641
801.2675639,10.57951667,12.21602357
625.3010289,10.57996667,10.42908027
624.2986239,10.58559167,26.56067689
637.2459661,10.58673333,10.08430171
708.1861437,10.58874167,4.398103333
736.3623827,10.59303333,13.32850739
463.1823054,10.59303333,17.95860157
737.3655527,10.593725,6.057784993
385.2563561,10.61985,20.91316471
732.2863695,10.62036667,6.778572186
418.1171972,10.623,5.43549276
479.0812551,10.64665,41.8860459
434.0806621,10.65533333,84.30579475
433.0773601,10.66501667,444.6403924
515.1775483,10.67835833,13.53301237
342.0875626,10.67885833,10.83358175
425.2395364,10.68301667,13.7400215
443.1453234,10.68325833,5.48083891
444.1484361,10.68380833,3.574825026
467.0827845,10.6871,204.190022
502.1708645,10.70838333,38.68828832
503.1738257,10.72105,14.16265418
589.1651356,10.745825,8.457517841
588.1623245,10.745825,33.21766835
906.3915509,10.75669167,5.961450481
216.9822497,10.75946667,21.50720521
905.3880162,10.759975,10.8891053
274.0398175,10.76048333,9.830661117
599.3187026,10.78505,28.54117426
679.3405354,10.8101,6.090761717
764.187119,10.81559167,2.154133235
235.9271122,10.82376667,492.3548505
742.2396504,10.84255,4.974572515
246.992753,10.84703333,30.16603026
331.060562,10.87298333,13.39632996
396.1160342,10.87351667,21.35269729
441.1876332,10.8792,20.42703122
442.1902703,10.882075,7.707981028
468.1264496,10.88741667,19.70664963
878.4182991,10.89151667,23.84214915
877.9166374,10.89151667,26.42467016
861.4109377,10.89606667,17.98874288
862.41334,10.90116667,9.467388838
444.1295052,10.90344167,69.73034627
445.1328805,10.90344167,21.47260842
478.2292578,10.91085833,19.2221307
466.1113495,10.9109,8.847751939
956.5162373,10.929425,7.195756889
719.3352525,10.93374167,10.05870242
306.0844563,10.94188333,13.33239532
612.3711591,10.942125,27.56567974
587.1069478,10.94236667,8.54666148
313.0613059,10.94239167,21.16265868
620.1716336,10.94881667,6.293444238
516.1863647,10.95268333,29.98058188
517.1897803,10.96285833,12.6992636
656.2890031,10.97351667,13.64385741
619.1808382,10.97378333,6.060531299
