mzmed,rtmed,g5
861.3490082,10.00515,16.67597646
860.8475232,10.01076667,20.15182887
705.3198921,10.05883333,56.64155254
537.2648756,10.06896667,34.16274048
567.2770821,10.06934167,82.44315771
718.1544326,10.077125,20.33493712
717.1515956,10.089375,71.70012709
535.2513786,10.09508333,56.910008
764.3576827,10.107925,25.86584727
678.2032071,10.115,651.1409959
961.4529933,10.11545,21.51025576
679.2064075,10.11693333,223.8618413
960.4529378,10.12288333,47.81021727
174.0207476,10.15356667,65.94596802
218.0104983,10.1537,187.1725111
322.0795492,10.1582,75.73541915
595.2908387,10.1595,98.93206825
594.2880267,10.16034167,301.5962674
234.0416079,10.18625,77.17417784
889.4054093,10.215625,123.3486295
739.2872291,10.21651667,42.1551598
615.2619452,10.22691667,18.63462038
739.7886026,10.22791667,25.56489744
881.2829874,10.239675,304.0243359
410.1421122,10.24306667,34.01978749
882.2848526,10.24345,137.2944091
502.2657861,10.247,25.09641085
455.0877362,10.27556667,30.43233438
732.2966656,10.28129167,10.68828967
426.1079963,10.28158333,83.23225775
495.137681,10.30303333,64.8063574
494.1340552,10.30303333,196.2355469
496.1365162,10.30995,25.12995343
444.1293209,10.34368333,114.7875445
625.6910557,10.34555,19.74044718
625.1898483,10.3585,38.11952338
745.2818534,10.36119167,49.47727434
952.4489663,10.3632,57.66761446
758.2357009,10.36354167,44.48123949
521.1336441,10.37731667,47.92388317
711.3564047,10.41481667,37.07554076
655.1480161,10.41879167,47.3093848
633.1661315,10.42030833,777.0903367
634.1690472,10.42030833,212.1749135
635.1651564,10.4213,120.4736659
261.0083418,10.4534,33.09798462
488.1550765,10.4547,341.7007646
937.4570651,10.46171667,57.42790226
936.452824,10.46348333,133.3856425
402.0971405,10.48765,39.02273631
273.0635811,10.53221667,127.4304855
727.3255308,10.54493333,35.84924883
784.347098,10.54493333,188.7509906
785.3498013,10.54888333,76.53277409
802.2749352,10.55380833,17.03597325
808.7585961,10.55775833,10.62963375
437.1305626,10.55808333,45.87933892
391.1257974,10.55808333,35.63151655
808.2571124,10.5601,22.43053666
807.7556445,10.5601,30.94817116
799.2620855,10.56638333,184.041691
800.2649543,10.57213333,70.52332591
801.2675639,10.57951667,21.32806679
625.3010289,10.57996667,50.83679036
624.2986239,10.58559167,138.1624881
637.2459661,10.58673333,40.67575132
708.1861437,10.58874167,11.97800249
736.3623827,10.59303333,147.042238
463.1823054,10.59303333,119.2627668
737.3655527,10.593725,55.69456045
385.2563561,10.61985,47.42854669
732.2863695,10.62036667,11.13540353
418.1171972,10.623,19.0400814
479.0812551,10.64665,39.88168618
434.0806621,10.65533333,71.92657882
433.0773601,10.66501667,286.107996
515.1775483,10.67835833,34.92544058
342.0875626,10.67885833,27.86404094
425.2395364,10.68301667,65.86842678
443.1453234,10.68325833,69.93357262
444.1484361,10.68380833,38.55084908
467.0827845,10.6871,81.5257649
502.1708645,10.70838333,629.2628603
503.1738257,10.72105,233.1118446
589.1651356,10.745825,46.93377064
588.1623245,10.745825,172.4629732
906.3915509,10.75669167,15.01424889
216.9822497,10.75946667,57.44793553
905.3880162,10.759975,39.63984789
274.0398175,10.76048333,51.75888817
599.3187026,10.78505,50.94423972
679.3405354,10.8101,53.97297742
764.187119,10.81559167,14.25509944
235.9271122,10.82376667,621.5441107
742.2396504,10.84255,27.23321891
246.992753,10.84703333,50.14071291
331.060562,10.87298333,29.67943059
396.1160342,10.87351667,75.30250833
441.1876332,10.8792,87.18209297
442.1902703,10.882075,24.04388966
468.1264496,10.88741667,41.14239955
878.4182991,10.89151667,41.96335294
877.9166374,10.89151667,44.00535895
861.4109377,10.89606667,166.1978417
862.41334,10.90116667,77.43774024
444.1295052,10.90344167,593.7830191
445.1328805,10.90344167,155.4275489
478.2292578,10.91085833,53.95691366
466.1113495,10.9109,58.00779234
956.5162373,10.929425,23.46445011
719.3352525,10.93374167,24.23762777
306.0844563,10.94188333,33.75301568
612.3711591,10.942125,59.78735999
587.1069478,10.94236667,127.7621788
313.0613059,10.94239167,15.84333684
620.1716336,10.94881667,38.53259673
516.1863647,10.95268333,1176.606453
517.1897803,10.96285833,344.6577096
656.2890031,10.97351667,27.83912029
619.1808382,10.97378333,23.93772121
618.1771903,10.97426667,49.20765463
694.1974595,10.97453333,177.929479
695.201115,10.97609167,69.28481724
657.1998353,10.98281667,21.21162592
360.166098,10.98588333,18.52472405
405.1699749,10.98588333,153.2779119
488.0623524,11.00415,49.32197724
451.217439,11.00415,74.30673648
487.0592923,11.00465,210.8014963
678.2664388,11.00631667,14.98495402
489.057395,11.00631667,30.91601514
377.1223472,11.00956667,24.04485766
406.1705257,11.00956667,42.24956088
677.2621938,11.01096667,35.75260089
392.0095593,11.01235833,35.81684168
387.0172936,11.01588333,26.73687835
551.1977224,11.02611667,46.42863131
326.0200283,11.03635,108.1783297
325.0259448,11.03639167,169.6411572
452.1760573,11.03643333,48.27766479
649.052574,11.036975,22.17555506
561.1587447,11.036975,15.19089371
324.0236064,11.036975,1075.354427
776.2344252,11.03751667,21.6888765
451.1732791,11.03845,211.7748566
376.1871798,11.04120833,234.9604072
602.3004964,11.04513333,18.28720092
351.1574721,11.05439167,53.51094861
561.3108186,11.05490833,5.082753989
438.1629559,11.06790833,46.19167997
504.187576,11.06790833,95.35003465
437.1593028,11.068125,199.3804727
